owned,master_rank,skill_level,,,character,unit,id,seq,characterId,cardRarityType,attr,supportUnit,skillId,cardSkillName,prefix,assetbundleName,releaseAt,type,,0
FALSE,,,,,小豆沢こはね,vbs,199,1990,9,4,pure,none,11,最強の新人？,みんなの背中を追いかけて,res009_no007,2021-04-01 15:00,perm,,
FALSE,,,,,花里みのり,mmj,200,2000,5,3,cool,none,6,ささやかな宴,広がる友情の輪,res005_no008,2021-04-01 15:00,perm,,
FALSE,,,,,宵崎奏,niigo,201,2010,17,2,cool,none,8,心に残った歌声,この春を、あなたと……,res017_no008,2021-04-01 15:00,perm,,
FALSE,,,,,暁山瑞希,niigo,202,2020,20,4,cute,none,7,また屋上で,気づいてしまった想い,res020_no008,2021-04-11 15:00,perm,,
FALSE,,,,,MEIKO,vs,203,2030,25,4,cute,school_refusal,10,経過観察中,必要な距離,res025_no008,2021-04-11 15:00,perm,,
FALSE,,,,,東雲絵名,niigo,204,2040,19,4,cute,none,11,ぬぐえないモヤモヤ,ミステリーツアーの洗礼？,res019_no008,2021-04-11 15:00,perm,,
FALSE,,,,,宵崎奏,niigo,205,2050,17,3,pure,none,6,部屋に響く異音,儚さと美しさ,res017_no009,2021-04-11 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,206,2060,18,2,pure,none,2,少女からのお礼,廃校での出会い,res018_no009,2021-04-11 15:00,perm,,
FALSE,,,,,日野森志歩,ln,207,2070,4,4,cool,none,4,これからも一緒に,見つけられた答え,res004_no008,2021-04-21 15:00,perm,,
FALSE,,,,,望月穂波,ln,208,2080,3,4,cool,none,7,いつか支えられるように,見えない気持ち,res003_no009,2021-04-21 15:00,perm,,
FALSE,,,,,天馬咲希,ln,209,2090,2,4,cool,none,11,遊ぶだけが青春じゃない,窓辺の語らい,res002_no010,2021-04-21 15:00,perm,,
FALSE,,,,,星乃一歌,ln,210,2100,1,3,happy,none,3,一番音楽を楽しいと思える瞬間,想いよ、届け,res001_no008,2021-04-21 15:00,perm,,
FALSE,,,,,MEIKO,vs,211,2110,25,2,pure,light_sound,8,先輩のひとりとして,答えを探して,res025_no009,2021-04-21 15:00,perm,,
FALSE,,,,,東雲彰人,vbs,212,2120,11,4,happy,none,4,仲間の存在,敗北の夜,res011_no007,2021-04-30 15:00,lim,,
FALSE,,,,,白石杏,vbs,213,2130,10,4,happy,none,10,伝説の夜への想い,仲間だから,res010_no007,2021-04-30 15:00,lim,,
FALSE,,,,,KAITO,vs,214,2140,26,4,happy,street,11,こだわりと情熱,陽気なDJ現る？,res026_no008,2021-04-30 15:00,perm,,
FALSE,,,,,小豆沢こはね,vbs,215,2150,9,3,mysterious,none,6,学業も忘れずに,一緒に成長したくて,res009_no008,2021-04-30 15:00,perm,,
FALSE,,,,,青柳冬弥,vbs,216,2160,12,2,cute,none,5,BAD DOGSの由来,相棒として,res012_no009,2021-04-30 15:00,perm,,
FALSE,,,,,東雲絵名,niigo,217,2170,19,4,pure,none,10,まだ何も知らない,差しのべられた手,res019_no009,2021-05-10 15:00,perm,,
FALSE,,,,,桃井愛莉,mmj,218,2180,7,4,pure,none,7,親友への恩返し,変わらぬ不屈の心,res007_no008,2021-05-10 15:00,perm,,
FALSE,,,,,暁山瑞希,niigo,219,2190,20,4,pure,none,11,屋上という居場所,想いと現実の狭間で,res020_no009,2021-05-10 15:00,perm,,
FALSE,,,,,神代類,wxs,220,2200,16,3,cute,none,6,孤独を知る君へ,止まらぬ構想と暴走,res016_no009,2021-05-10 15:00,perm,,
FALSE,,,,,巡音ルカ,vs,221,2210,24,2,mysterious,idol,2,いつでもきらめく導き,フェアリーランタン♪,res024_no010,2021-05-10 15:00,perm,,
FALSE,,,,,桐谷遥,mmj,222,2220,6,4,mysterious,none,10,ウェルカム・ペンギン・カフェ,“大好き”を前に,res006_no009,2021-05-21 15:00,perm,,
FALSE,,,,,日野森雫,mmj,223,2230,8,4,mysterious,none,7,シャル・ウィー・ブレイク？,リラックス・タイムのお誘い,res008_no008,2021-05-21 15:00,perm,,
FALSE,,,,,花里みのり,mmj,224,2240,5,4,mysterious,none,11,レッツ・アニマル・セラピー,熱烈コール！,res005_no009,2021-05-21 15:00,perm,,
FALSE,,,,,MEIKO,vs,225,2250,25,3,pure,idol,3,ケチャップアートでおもてなし♪,赤が似合うニューフェイス！,res025_no010,2021-05-21 15:00,perm,,
FALSE,,,,,桃井愛莉,mmj,226,2260,7,2,cool,none,8,たまには力を抜いて,パーフェクト・スイーツ,res007_no009,2021-05-21 15:00,perm,,
FALSE,,,,,青柳冬弥,vbs,227,2270,12,4,cute,none,4,広がっていく世界,あなたに捧げる愛の歌,res012_no010,2021-05-31 15:00,lim,,
FALSE,,,,,神代類,wxs,228,2280,16,4,cute,none,7,最高のキャスト達,ファンタスティックプランナー,res016_no010,2021-05-31 15:00,lim,,
FALSE,,,,,鏡音レン,vs,229,2290,23,4,cute,theme_park,11,感じる隠れた努力,キラキラ好奇心☆,res023_no008,2021-05-31 15:00,perm,,
FALSE,,,,,東雲彰人,vbs,230,2300,11,3,cool,none,9,リードダンサー＆シンガー,幸せをかみしめて,res011_no008,2021-05-31 15:00,perm,,
FALSE,,,,,白石杏,vbs,231,2310,10,2,happy,none,5,いつか私達の手で,飛び入りダンサー,res010_no008,2021-05-31 15:00,perm,,
FALSE,,,,,天馬司,wxs,232,2320,13,4,cool,none,4,次なる舞台へ！,選択の行方,res013_no011,2021-06-11 15:00,perm,,
FALSE,,,,,鳳えむ,wxs,233,2330,14,4,cool,none,7,始まりは着ぐるみさんと,想いはひとつ,res014_no010,2021-06-11 15:00,perm,,
FALSE,,,,,草薙寧々,wxs,234,2340,15,4,cool,none,11,これからを大事に,あなたがくれた自信,res015_no009,2021-06-11 15:00,perm,,
FALSE,,,,,鏡音リン,vs,235,2350,22,3,mysterious,theme_park,6,届いた笑顔,スマイルナイトタイム！,res022_no008,2021-06-11 15:00,perm,,
FALSE,,,,,KAITO,vs,236,2360,26,2,cool,theme_park,8,つながった笑顔の輪,チェシャっとスマイル,res026_no009,2021-06-11 15:00,perm,,
FALSE,,,,,宵崎奏,niigo,237,2370,17,4,mysterious,none,7,フラワーセラピー,思い出の花壇,res017_no010,2021-06-21 15:00,perm,,
FALSE,,,,,巡音ルカ,vs,238,2380,24,4,mysterious,school_refusal,4,本質をとらえる問い,私は私のやりかたで,res024_no011,2021-06-21 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,239,2390,18,4,mysterious,none,11,キャラメル味のチョコ,こぼれたほほ笑み,res018_no010,2021-06-21 15:00,perm,,
FALSE,,,,,暁山瑞希,niigo,240,2400,20,3,cool,none,9,みんなの温かさ,迷える手を引いて,res020_no010,2021-06-21 15:00,perm,,
FALSE,,,,,東雲絵名,niigo,241,2410,19,2,cute,none,2,諦めの悪さは一緒,言葉にしてほしくて,res019_no010,2021-06-21 15:00,perm,,
FALSE,,,,,桐谷遥,mmj,242,2420,6,4,cool,none,12,飛び立つ希望,いつか届けられたら,res006_no010,2021-06-30 15:00,fes,,
FALSE,,,,,桃井愛莉,mmj,243,2430,7,4,happy,none,13,わたしとの約束,アイドルを目指すあなたへ,res007_no010,2021-06-30 15:00,fes,,
FALSE,,,,,天馬咲希,ln,244,2440,2,4,happy,none,7,晴れの日、きらめく音色,辿り着けた想い,res002_no011,2021-06-30 15:00,perm,,
FALSE,,,,,鏡音リン,vs,245,2450,22,4,happy,light_sound,10,キミの笑顔が見たくて,おてんばなメロディー,res022_no009,2021-06-30 15:00,perm,,
FALSE,,,,,日野森志歩,ln,246,2460,4,4,happy,none,11,薄日の中のチューニング,昼休みの語らい,res004_no009,2021-06-30 15:00,perm,,
FALSE,,,,,望月穂波,ln,247,2470,3,3,cool,none,3,きっとわかってくれるよ,仲間を想うということ,res003_no010,2021-06-30 15:00,perm,,
FALSE,,,,,星乃一歌,ln,248,2480,1,2,cute,none,5,次は私達の言葉を,晴れを待つ雨傘,res001_no009,2021-06-30 15:00,perm,,
FALSE,,,,,小豆沢こはね,vbs,249,2490,9,4,cute,none,10,肩を並べ踏み出す一歩,内なる力の目覚め,res009_no009,2021-07-09 15:00,perm,,
FALSE,,,,,白石杏,vbs,250,2500,10,4,cute,none,7,絶対の信頼,相棒に伝える言葉,res010_no009,2021-07-09 15:00,perm,,
FALSE,,,,,MEIKO,vs,251,2510,25,4,cute,street,11,優しい眼差し,トーキング・コーヒー・タイム,res025_no011,2021-07-09 15:00,perm,,
FALSE,,,,,青柳冬弥,vbs,252,2520,12,3,pure,none,3,ポップキャンディ・ドッグ,仲間への畏敬,res012_no011,2021-07-09 15:00,perm,,
FALSE,,,,,鏡音リン,vs,253,2530,22,2,cool,street,5,小さな冒険,ポップ・アウト・セカイ,res022_no010,2021-07-09 15:00,perm,,
FALSE,,,,,東雲彰人,vbs,254,2540,11,4,cool,none,10,サッカーは今も,変わらぬ夏祭り,res011_no009,2021-07-20 15:00,perm,,
FALSE,,,,,東雲絵名,niigo,255,2550,19,4,cool,none,7,裏も表も知ってるんだけど,いつかの夏祭り,res019_no011,2021-07-20 15:00,perm,,
FALSE,,,,,鏡音レン,vs,256,2560,23,4,cool,street,11,みんなで踊ろう！,オレのダンスシューズ！,res023_no009,2021-07-20 15:00,perm,,
FALSE,,,,,桃井愛莉,mmj,257,2570,7,3,happy,none,9,おいしい夏祭り,それはズルいでしょ！,res007_no011,2021-07-20 15:00,perm,,
FALSE,,,,,暁山瑞希,niigo,258,2580,20,2,happy,none,2,諦めない強さを,サマーナイトフェスティバル,res020_no011,2021-07-20 15:00,perm,,
FALSE,,,,,望月穂波,ln,259,2590,3,4,pure,none,4,一緒に泳げば怖くないよ,海での水泳教室,res003_no011,2021-07-31 15:00,lim,,
FALSE,,,,,天馬咲希,ln,260,2600,2,4,pure,none,7,みんなへつなぐため,マジックショー・アシスタント！,res002_no012,2021-07-31 15:00,lim,,
FALSE,,,,,鳳えむ,wxs,261,2610,14,4,pure,none,11,思い出のおすそわけ,バーベキュー奉行！？,res014_no011,2021-07-31 15:00,perm,,
FALSE,,,,,初音ミク,vs,262,2620,21,3,mysterious,theme_park,3,サンゴ礁でこんにちは♪,おっきな貝殻、どこかな？,res021_no014,2021-07-31 15:00,perm,,
FALSE,,,,,小豆沢こはね,vbs,263,2630,9,2,cool,none,8,新しい歌声,想いをこめたシーグラス,res009_no010,2021-07-31 15:00,perm,,
FALSE,,,,,桃井愛莉,mmj,264,2640,7,4,mysterious,none,4,わたしが届けられたもの,全力！ハッピーエブリデイ！,res007_no012,2021-08-10 15:00,perm,,
FALSE,,,,,鏡音レン,vs,265,2650,23,4,mysterious,idol,10,特別ライブにご招待！,ステージの王子様,res023_no010,2021-08-10 15:00,perm,,
FALSE,,,,,桐谷遥,mmj,266,2660,6,4,mysterious,none,11,不可能を、可能に！,小さなファンと一緒に,res006_no011,2021-08-10 15:00,perm,,
FALSE,,,,,日野森雫,mmj,267,2670,8,3,cute,none,6,あの時、できなかった歌を,秘密の交渉,res008_no009,2021-08-10 15:00,perm,,
FALSE,,,,,花里みのり,mmj,268,2680,5,2,mysterious,none,2,世界にひとつだけのサイン,慌てんぼうなメッセンジャー,res005_no010,2021-08-10 15:00,perm,,
FALSE,,,,,草薙寧々,wxs,269,2690,15,4,pure,none,7,勇気をくれた歌,打ち上げは花火で,res015_no010,2021-08-20 15:00,perm,,
FALSE,,,,,神代類,wxs,270,2700,16,4,pure,none,10,ほんの少しの寂しさ,舞台裏の錬金術師,res016_no011,2021-08-20 15:00,perm,,
FALSE,,,,,巡音ルカ,vs,271,2710,24,4,pure,theme_park,11,スリーピング・レフェリー,海に想いを馳せて,res024_no012,2021-08-20 15:00,perm,,
FALSE,,,,,KAITO,vs,272,2720,26,3,happy,theme_park,3,叶えられた願い,座長の一日休暇,res026_no010,2021-08-20 15:00,perm,,
FALSE,,,,,鳳えむ,wxs,273,2730,14,2,happy,none,5,家族の海の思い出,守りたい笑顔,res014_no012,2021-08-20 15:00,perm,,
FALSE,,,,,日野森雫,mmj,274,2740,8,4,cute,none,4,今度は私が支えたいの,あの日と同じお団子を,res008_no010,2021-08-31 15:00,lim,,
FALSE,,,,,日野森志歩,ln,275,2750,4,4,cute,none,10,まだぎゅってしてて,寂しさを埋めてくれたのは,res004_no010,2021-08-31 15:00,lim,,
FALSE,,,,,MEIKO,vs,276,2760,25,4,cute,idol,11,新生めーちゃんのお月見ライブ！,企画会議のヒントはうさぎ！？,res025_no012,2021-08-31 15:00,perm,,
FALSE,,,,,初音ミク,vs,277,2770,21,3,happy,light_sound,6,見てきたキミの姿,屋上での語らい,res021_no015,2021-08-31 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,278,2780,18,2,cute,none,8,ささやかなお月見の夜,見上げる月は同じ,res018_no011,2021-08-31 15:00,perm,,
FALSE,,,,,星乃一歌,ln,279,2790,1,4,mysterious,none,7,伝えたい言葉,想いをつなげるスターピース,res001_no010,2021-09-10 15:00,perm,,
FALSE,,,,,KAITO,vs,280,2800,26,4,mysterious,light_sound,10,新しい扉を開いて,音で語るセッション,res026_no011,2021-09-10 15:00,perm,,
FALSE,,,,,望月穂波,ln,281,2810,3,4,mysterious,none,11,創ることへの想い,できることを探して,res003_no012,2021-09-10 15:00,perm,,
FALSE,,,,,日野森志歩,ln,282,2820,4,3,pure,none,9,仲間への信頼,このあとは反省会,res004_no011,2021-09-10 15:00,perm,,
FALSE,,,,,天馬咲希,ln,283,2830,2,2,mysterious,none,2,頑張るあなたへのメッセージ,クッキー・エール,res002_no013,2021-09-10 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,284,2840,18,4,happy,none,4,もう、忘れてしまわないように,あたたかい愛情の記憶,res018_no012,2021-09-21 15:00,perm,,
FALSE,,,,,暁山瑞希,niigo,285,2850,20,4,happy,none,7,進むことへの怖さ,ひとときの安息,res020_no012,2021-09-21 15:00,perm,,
FALSE,,,,,鏡音リン,vs,286,2860,22,4,happy,school_refusal,11,安らぎの子守歌,アルバムのあの子,res022_no011,2021-09-21 15:00,perm,,
FALSE,,,,,東雲絵名,niigo,287,2870,19,3,cute,none,9,遠慮なく相談して,取り消したメッセージ,res019_no012,2021-09-21 15:00,perm,,
FALSE,,,,,宵崎奏,niigo,288,2880,17,2,pure,none,2,まふゆからのお礼,不器用なティータイム,res017_no011,2021-09-21 15:00,perm,,
FALSE,,,,,初音ミク,vs,289,2890,21,4,mysterious,none,12,“わたし”達の想いも託して,想いが重なる場所で,res021_no016,2021-10-01 15:00,fes,,
FALSE,,,,,星乃一歌,ln,290,2900,1,4,cool,none,13,思い出のジャングルジム,かつて見た星空,res001_no011,2021-10-01 15:00,fes,,
FALSE,,,,,花里みのり,mmj,291,2910,5,4,pure,none,10,未熟でも、もっともっと,仲間達からの祝福,res005_no011,2021-10-01 15:00,lim,,
FALSE,,,,,小豆沢こはね,vbs,292,2920,9,4,pure,none,4,音楽がくれた出会い,えむ流？ダンスの極意！,res009_no011,2021-10-01 15:00,lim,,
FALSE,,,,,天馬司,wxs,293,2930,13,4,pure,none,7,笑顔がくれる力,ステージ裏での激励,res013_no012,2021-10-01 15:00,lim,,
FALSE,,,,,宵崎奏,niigo,294,2940,17,3,mysterious,none,3,まぶしい歌声,音楽が見せてくれる世界,res017_no012,2021-10-01 15:00,perm,,
FALSE,,,,,桐谷遥,mmj,295,2950,6,birthday,cute,none,14,抱えきれない『ありがとう』,Happy Birthday！！,res006_no012,2021-10-05 0:00,bday,,
FALSE,,,,,白石杏,vbs,296,2960,10,4,cool,none,7,心を決めて,オーバー・ザ・フェンス,res010_no010,2021-10-11 15:00,perm,,
FALSE,,,,,青柳冬弥,vbs,297,2970,12,4,cool,none,10,いつもどおりに,信頼への信頼,res012_no012,2021-10-11 15:00,perm,,
FALSE,,,,,初音ミク,vs,298,2980,21,4,cool,street,11,受け取った決意,聞きたくない言葉でも,res021_no017,2021-10-11 15:00,perm,,
FALSE,,,,,鏡音レン,vs,299,2990,23,3,cute,street,9,一番の相棒でいたいから,オレの相棒なのに,res023_no011,2021-10-11 15:00,perm,,
FALSE,,,,,東雲彰人,vbs,300,3000,11,2,mysterious,none,2,『相棒』の先輩として,誇れる選択,res011_no010,2021-10-11 15:00,perm,,
FALSE,,,,,神代類,wxs,301,3010,16,4,happy,none,7,ようこそ僕の家へ！,在りし日の憧憬,res016_no012,2021-10-21 15:00,perm,,
FALSE,,,,,鳳えむ,wxs,302,3020,14,4,happy,none,4,秘密の特訓♪,ジャジャジャジャーンプ！,res014_no013,2021-10-21 15:00,perm,,
FALSE,,,,,草薙寧々,wxs,303,3030,15,4,happy,none,11,新しいチャレンジ,人見知りな来訪者,res015_no011,2021-10-21 15:00,perm,,
FALSE,,,,,天馬司,wxs,304,3040,13,3,happy,none,9,レッツ虫よけスプレー？,将校の危機,res013_no013,2021-10-21 15:00,perm,,
FALSE,,,,,鏡音リン,vs,305,3050,22,2,pure,theme_park,2,セカイで大ジャンプ♪,インテリシティガール,res022_no012,2021-10-21 15:00,perm,,
FALSE,,,,,望月穂波,ln,306,3060,3,birthday,mysterious,none,14,うるうるニコニコな誕生日,Happy Birthday！！,res003_no013,2021-10-27 0:00,bday,,
FALSE,,,,,暁山瑞希,niigo,307,3070,20,4,cute,none,10,待たれる側に,ハーミット・リバース,res020_no013,2021-10-31 15:00,lim,,
FALSE,,,,,東雲絵名,niigo,308,3080,19,4,cute,none,7,小さな日常から,ハーミット・サーチャー,res019_no013,2021-10-31 15:00,lim,,
FALSE,,,,,宵崎奏,niigo,309,3090,17,4,cute,none,11,天才の耳,吊られた少女の見たものは,res017_no013,2021-10-31 15:00,perm,,
FALSE,,,,,MEIKO,vs,310,3100,25,3,cool,school_refusal,6,赤い道しるべ,正しさの天秤,res025_no013,2021-10-31 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,311,3110,18,2,cool,none,2,前に進むこと,導きの杖,res018_no013,2021-10-31 15:00,perm,,
FALSE,,,,,MEIKO,vs,312,3120,25,birthday,pure,none,14,頼れるお姉さん,Happy Anniversary！！,res025_no014,2021-11-05 0:00,bday,,
FALSE,,,,,望月穂波,ln,313,3130,3,4,cool,none,10,支えられるように,大切な友達だから,res003_no014,2021-11-11 15:00,perm,,
FALSE,,,,,日野森志歩,ln,314,3140,4,4,cool,none,7,噂の真相,痛い言葉,res004_no012,2021-11-11 15:00,perm,,
FALSE,,,,,天馬咲希,ln,315,3150,2,4,cool,none,11,新・やりたい100のこと,次のライブのために！,res002_no014,2021-11-11 15:00,perm,,
FALSE,,,,,星乃一歌,ln,316,3160,1,3,cute,none,6,プロになるためにとおる道,新曲の方向性,res001_no012,2021-11-11 15:00,perm,,
FALSE,,,,,鏡音レン,vs,317,3170,23,2,happy,light_sound,2,特訓はほどほどに,想いをぶつける強さ,res023_no012,2021-11-11 15:00,perm,,
FALSE,,,,,東雲彰人,vbs,318,3180,11,birthday,cute,none,14,ハラハラドキドキなびっくり箱？,Happy Birthday！！,res011_no011,2021-11-12 0:00,bday,,
FALSE,,,,,小豆沢こはね,vbs,319,3190,9,4,happy,none,7,シャッターチャンス！,ふたりだけの秘密,res009_no012,2021-11-20 15:00,perm,,
FALSE,,,,,巡音ルカ,vs,320,3200,24,4,happy,idol,10,意外な怖がりさん,心強い言葉,res024_no013,2021-11-20 15:00,perm,,
FALSE,,,,,桐谷遥,mmj,321,3210,6,4,happy,none,11,プライベートな時間,ストリート系アイドル！？,res006_no013,2021-11-20 15:00,perm,,
FALSE,,,,,白石杏,vbs,322,3220,10,3,mysterious,none,3,デートのお相手は？,ワクワク最高潮！,res010_no011,2021-11-20 15:00,perm,,
FALSE,,,,,日野森雫,mmj,323,3230,8,2,cute,none,8,これからもたくさんの思い出を,フェニラン・ナイトデート,res008_no011,2021-11-20 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,324,3240,18,4,cute,none,4,私にとってのミク,初雪のなかで,res018_no014,2021-11-30 15:00,lim,,
FALSE,,,,,星乃一歌,ln,325,3250,1,4,cute,none,4,作詞の先輩,CDがつなぐ出会い,res001_no013,2021-11-30 15:00,lim,,
FALSE,,,,,初音ミク,vs,326,3260,21,4,cute,school_refusal,11,初めての雪,まっすぐな歌詞,res021_no018,2021-11-30 15:00,perm,,
FALSE,,,,,宵崎奏,niigo,327,3270,17,3,cool,none,6,穏やかな時間,いつものラーメン,res017_no014,2021-11-30 15:00,perm,,
FALSE,,,,,望月穂波,ln,328,3280,3,2,pure,none,8,約束の日を待って,大切な幼馴染みのために,res003_no015,2021-11-30 15:00,perm,,
FALSE,,,,,日野森雫,mmj,329,3290,8,birthday,cool,none,14,仲良しな２羽の文鳥さん,Happy Birthday！！,res008_no012,2021-12-06 0:00,bday,,
FALSE,,,,,花里みのり,mmj,330,3300,5,4,mysterious,none,10,ミニライブの段取り,レッツ・ファンミーティング！,res005_no012,2021-12-10 15:00,perm,,
FALSE,,,,,桃井愛莉,mmj,331,3310,7,4,mysterious,none,7,笑顔の反省会,ファンと一緒に！,res007_no013,2021-12-10 15:00,perm,,
FALSE,,,,,日野森雫,mmj,332,3320,8,4,mysterious,none,11,みんなへのプレゼント,手作りおにぎり召し上がれ♪,res008_no013,2021-12-10 15:00,perm,,
FALSE,,,,,KAITO,vs,333,3330,26,3,pure,idol,9,頼れるみんなのお兄さん,アイドル兼マネージャー！？,res026_no012,2021-12-10 15:00,perm,,
FALSE,,,,,桐谷遥,mmj,334,3340,6,2,cute,none,2,教えて！みのり先生,Present for you！,res006_no014,2021-12-10 15:00,perm,,
FALSE,,,,,鏡音リン,vs,335,3350,22,4,mysterious,none,4,小瓶に託した願い,傲慢な王女,res022_no013,2021-12-13 15:00,lim,,
FALSE,,,,,鏡音レン,vs,336,3360,23,4,happy,none,4,『家族』への葛藤,双子の召使,res023_no013,2021-12-13 15:00,lim,,
FALSE,,,,,巡音ルカ,vs,337,3370,24,4,cute,none,7,紫の夢が見せたもの,嫉妬に狂った仕立屋,res024_no014,2021-12-13 15:00,lim,,
FALSE,,,,,MEIKO,vs,338,3380,25,4,mysterious,none,10,飽くなき美食への渇望,悪食の悪魔,res025_no015,2021-12-13 15:00,lim,,
FALSE,,,,,KAITO,vs,339,3390,26,4,cool,none,7,地獄の沙汰も金次第,強欲な裁判官,res026_no013,2021-12-13 15:00,lim,,
FALSE,,,,,初音ミク,vs,340,3400,21,2,happy,none,2,眠らせ姫のgift,眠りを知らぬ怠惰な未亡人,res021_no019,2021-12-13 15:00,lim,,
FALSE,,,,,青柳冬弥,vbs,341,3410,12,4,pure,none,7,湧き水でコーヒーを,アウトドアクッキング！,res012_no013,2021-12-20 15:00,perm,,
FALSE,,,,,東雲彰人,vbs,342,3420,11,4,pure,none,10,東雲家のキャンプ,冬の夜の語らい,res011_no012,2021-12-20 15:00,perm,,
FALSE,,,,,白石杏,vbs,343,3430,10,4,pure,none,11,帰ったあとも遠足だよ！,みんなでBBQ♪,res010_no012,2021-12-20 15:00,perm,,
FALSE,,,,,巡音ルカ,vs,344,3440,24,3,cool,street,6,歌って♪キャンプの歌,自由人参上！,res024_no015,2021-12-20 15:00,perm,,
FALSE,,,,,小豆沢こはね,vbs,345,3450,9,2,cute,none,2,トランプで対決！,あったかキャンプスタイル,res009_no013,2021-12-20 15:00,perm,,
FALSE,,,,,鏡音リン,vs,346,3460,22,birthday,cool,none,14,夢の中でもライブを,Happy Anniversary！！,res022_no014,2021-12-27 0:00,bday,,
FALSE,,,,,鏡音レン,vs,347,3470,23,birthday,pure,none,14,２倍よりもすごい祝福,Happy Anniversary！！,res023_no014,2021-12-27 0:00,bday,,
FALSE,,,,,草薙寧々,wxs,348,3480,15,4,mysterious,none,13,いつか胸を張って言える答えを,きらびやかな夢の舞台,res015_no012,2021-12-31 15:00,fes,,
FALSE,,,,,神代類,wxs,349,3490,16,4,cool,none,12,今だから信じられる言葉,果てのない想像と挑戦,res016_no013,2021-12-31 15:00,fes,,
FALSE,,,,,桐谷遥,mmj,350,3500,6,4,cute,none,4,桐谷神社へようこそ？,みんなと願う未来,res006_no015,2021-12-31 15:00,lim,,
FALSE,,,,,望月穂波,ln,351,3510,3,4,cute,none,7,ワンワンワン！？,大晦日のすごしかた,res003_no016,2021-12-31 15:00,lim,,
FALSE,,,,,小豆沢こはね,vbs,352,3520,9,4,cute,none,4,私達の絵馬,初日の出を背負って,res009_no014,2021-12-31 15:00,lim,,
FALSE,,,,,初音ミク,vs,353,3530,21,3,pure,idol,6,師匠、始めました！,かるた界のトップアイドル？,res021_no020,2021-12-31 15:00,perm,,
FALSE,,,,,日野森志歩,ln,354,3540,4,2,cool,none,8,ナイスアシスト,音の道も書の道も,res004_no013,2021-12-31 15:00,perm,,
FALSE,,,,,日野森志歩,ln,355,3550,4,birthday,happy,none,14,雫主催・友人達との誕生日会,Happy Birthday！！,res004_no014,2022-01-08 0:00,bday,,
FALSE,,,,,鳳えむ,wxs,356,3560,14,4,cool,none,10,どっちもがんばるノート,えむ隊員は調査中！,res014_no014,2022-01-12 15:00,perm,,
FALSE,,,,,天馬司,wxs,357,3570,13,4,cool,none,7,ドリームパークで見た演技,ダンス！アンド！シング！,res013_no014,2022-01-12 15:00,perm,,
FALSE,,,,,MEIKO,vs,358,3580,25,4,cool,theme_park,4,たくさんの夢を,泣き声はどこから？,res025_no016,2022-01-12 15:00,perm,,
FALSE,,,,,草薙寧々,wxs,359,3590,15,3,happy,none,3,みんなへのお土産,死ぬかと思った,res015_no013,2022-01-12 15:00,perm,,
FALSE,,,,,神代類,wxs,360,3600,16,2,mysterious,none,8,五感を刺激する演出,レインボー☆キャスト,res016_no014,2022-01-12 15:00,perm,,
FALSE,,,,,宵崎奏,niigo,361,3610,17,4,pure,none,10,これからも、４人で,微かに光るエルピス,res017_no015,2022-01-21 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,362,3620,18,4,pure,none,7,守ってほしい約束,絶望の底のエルピス,res018_no015,2022-01-21 15:00,perm,,
FALSE,,,,,暁山瑞希,niigo,363,3630,20,4,pure,none,4,大切だと思える時間,当たり前になった打ち上げ,res020_no014,2022-01-21 15:00,perm,,
FALSE,,,,,東雲絵名,niigo,364,3640,19,3,pure,none,9,私の２年前,見合うものを作るために,res019_no014,2022-01-21 15:00,perm,,
FALSE,,,,,初音ミク,vs,365,3650,21,2,cute,school_refusal,5,わたしとセカイは、いつまでも,始まりの想いを見守って,res021_no021,2022-01-21 15:00,perm,,
FALSE,,,,,朝比奈まふゆ,niigo,366,3660,18,birthday,mysterious,none,14,たとえ感じられなくても,Happy Birthday！！,res018_no016,2022-01-27 0:00,bday,,
FALSE,,,,,巡音ルカ,vs,367,3670,24,birthday,happy,none,14,持ちつ持たれつ、いつまでも,Happy Anniversary！！,res024_no016,2022-01-30 0:00,bday,,
FALSE,,,,,桃井愛莉,mmj,368,3680,7,4,happy,none,10,同盟はいつまでも！,ナイショのお菓子作り,res007_no014,2022-01-31 15:00,lim,,
FALSE,,,,,天馬咲希,ln,369,3690,2,4,happy,none,4,もうひとつのサプライズ♪,ハプニングな電話,res002_no015,2022-01-31 15:00,lim,,
FALSE,,,,,鳳えむ,wxs,370,3700,14,4,happy,none,7,ピニャピニャピニャータ！,サプライズ☆トゥ☆ファミリー,res014_no015,2022-01-31 15:00,lim,,
FALSE,,,,,鏡音リン,vs,371,3710,22,3,cool,idol,3,わたしのとっておきサプライズ！,アイドル・オン・ケーキ♪,res022_no015,2022-01-31 15:00,perm,,
FALSE,,,,,日野森雫,mmj,372,3720,8,2,pure,none,8,名探偵の推理力？,レディ・オブ・バレンタイン,res008_no014,2022-01-31 15:00,perm,,
